job_id,source_market_code,source_market,skill
remote-founding-forward-deployed-ml-engineer-403811,DE,Germany,machine_learning
remote-senior-geospatial-machine-learning-engineer-476220,DE,Germany,python
remote-senior-geospatial-machine-learning-engineer-476220,DE,Germany,pandas
remote-senior-geospatial-machine-learning-engineer-476220,DE,Germany,machine_learning
software-engineer-berlin-318400,DE,Germany,python
remote-tech-lead-32835,DE,Germany,azure
senior-technical-account-manager-berlin-320639,DE,Germany,docker
senior-technical-account-manager-berlin-320639,DE,Germany,kubernetes
associate-founding-engineer-full-stack-munich-338848,DE,Germany,git
senior-backend-developer-berlin-466521,DE,Germany,gcp
remote-full-stack-frontend-engineer-199554,DE,Germany,python
product-engineer-growth-berlin-138666,DE,Germany,sql
product-engineer-growth-berlin-138666,DE,Germany,docker
product-engineer-growth-berlin-138666,DE,Germany,git
senior-backend-engineer-berlin-32018,DE,Germany,docker
senior-backend-engineer-berlin-32018,DE,Germany,kubernetes
forward-deployed-engineer-berlin-327456,DE,Germany,azure
forward-deployed-engineer-berlin-327456,DE,Germany,aws
forward-deployed-engineer-berlin-327456,DE,Germany,gcp
remote-senior-site-reliability-engineer-496170,DE,Germany,python
remote-senior-site-reliability-engineer-496170,DE,Germany,gcp
remote-senior-site-reliability-engineer-496170,DE,Germany,kubernetes
senior-product-engineer-berlin-90465,DE,Germany,python
senior-product-engineer-berlin-90465,DE,Germany,docker
senior-product-engineer-berlin-90465,DE,Germany,git
senior-software-engineer-sdk-berlin-17798,DE,Germany,python
senior-software-engineer-sdk-berlin-17798,DE,Germany,git
developer-relations-engineer-berlin-474611,DE,Germany,python
senior-software-engineer-kotlin-java-aws-monetarisierung-mwd-berlin-19318,DE,Germany,python
senior-software-engineer-kotlin-java-aws-monetarisierung-mwd-berlin-19318,DE,Germany,aws
senior-software-engineer-backend-mwd-berlin-370067,DE,Germany,aws
senior-software-engineer-backend-mwd-berlin-370067,DE,Germany,kubernetes
senior-financial-accountant-berlin-brandenburg-region-germany-288375,DE,Germany,excel
senior-consultant-murex-capital-markets-397576,DE,Germany,sql
senior-consultant-murex-capital-markets-295881,DE,Germany,sql
senior-consultant-murex-capital-markets-435226,DE,Germany,sql
engineering-manager-site-reliability-observability-berlin-berlin-155363,DE,Germany,python
engineering-manager-site-reliability-observability-berlin-berlin-155363,DE,Germany,aws
engineering-manager-site-reliability-observability-berlin-berlin-155363,DE,Germany,gcp
engineering-manager-site-reliability-observability-berlin-berlin-155363,DE,Germany,kubernetes
software-engineer-ios-core-product-dusseldorf-germany-dusseldorf-57565,DE,Germany,git
software-engineer-ios-core-product-dusseldorf-germany-dusseldorf-57565,DE,Germany,artificial_intelligence
product-manager-delivery-promise-berlin-8463,DE,Germany,excel
product-manager-delivery-promise-berlin-8463,DE,Germany,machine_learning
analytics-manager-marketing-analytics-berlin-280796,DE,Germany,python
analytics-manager-marketing-analytics-berlin-280796,DE,Germany,sql
analytics-manager-marketing-analytics-berlin-280796,DE,Germany,excel
senior-software-engineer-berlin-413146,DE,Germany,python
senior-software-engineer-berlin-413146,DE,Germany,excel
senior-software-engineer-berlin-413146,DE,Germany,kubernetes
senior-operations-manager-corporate-b2b-germany-munich-112138,DE,Germany,tableau
werkstudentin-digital-marketing-content-creation-munich-germany-10788,DE,Germany,artificial_intelligence
senior-creative-designer-munchen-421071,DE,Germany,artificial_intelligence
kaufmannischer-leiter-munich-257787,DE,Germany,excel
working-student-information-security-access-management-berlin-berlin-464474,DE,Germany,git
senior-information-security-specialist-berlin-298456,DE,Germany,azure
senior-information-security-specialist-berlin-298456,DE,Germany,aws
senior-information-security-specialist-berlin-298456,DE,Germany,gcp
senior-information-security-specialist-berlin-298456,DE,Germany,git
product-support-specialist-munich-217748,DE,Germany,sql
product-support-specialist-munich-217748,DE,Germany,azure
product-support-specialist-munich-217748,DE,Germany,aws
product-support-specialist-munich-217748,DE,Germany,gcp
product-support-specialist-munich-217748,DE,Germany,git
